Time,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,FootRight_x,FootRight_y,FootRight_z,Floor_x,Floor_y,Floor_z,Floor_w,HipRight_floor_distance
3.19000435,-0.0335898474,0.0107588032,2.27382064,-0.04761942,-0.3730463,2.252095,0.120490856,0.0264622234,2.2688067,0.1555848,-0.2954475,2.040489,0.161376953,-0.7597656,2.08789063,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9851285132050422
3.22206521,-0.044051826,0.0102466783,2.27436733,-0.05204426,-0.369378,2.25361,0.108463667,0.0248129722,2.27199,0.143209621,-0.2967477,2.04305,0.142211914,-0.7685547,2.03710938,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9836179494745129
3.25562382,-0.0510388538,0.009714133,2.27535057,-0.05500069,-0.370896816,2.25435472,0.10196238,0.0237895474,2.273169,0.124652483,-0.300819367,2.04741645,0.126181856,-0.772326469,2.02453685,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9826613567452844
3.288692,-0.0593572259,0.009589216,2.27321,-0.06278271,-0.3758171,2.25441885,0.0941229463,0.0217866916,2.273299,0.09593431,-0.3387973,2.057251,0.104553223,-0.788085938,1.9765625,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9807197558390424
3.3217392,-0.0694832951,0.009083272,2.27101,-0.0655361,-0.377321333,2.25345,0.0836356357,0.0180107579,2.27217579,0.09120313,-0.328992784,2.05638647,0.101355068,-0.7883392,1.97757578,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9770063980525877
3.3558104,-0.0739986151,0.007998464,2.269857,-0.06872085,-0.3792465,2.25483561,0.07877816,0.0156542677,2.27134871,0.08686577,-0.329087615,2.059167,0.09005903,-0.797850847,1.98362374,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9746743591657281
3.38836241,-0.08024841,0.00435874937,2.26719046,-0.07221889,-0.37786302,2.25366354,0.07365697,0.0126738446,2.26892161,0.08299105,-0.3274514,2.0616188,0.08726302,-0.798246861,1.98593783,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9716963777929216
3.42092824,-0.08641414,0.0005840619,2.26307631,-0.07641721,-0.428415418,2.25434184,0.0667371452,0.008366283,2.26363325,0.06232402,-0.4089604,2.0443027,0.08514745,-0.8095524,1.97910559,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9673619187398088
3.45649767,-0.08990562,-0.00233320938,2.259197,-0.07684351,-0.441806465,2.25125,0.06380377,0.00579507928,2.260223,0.0587224066,-0.3903163,2.048606,0.08199232,-0.8061875,1.98841393,-0.007527905,0.9998584,0.0150517905,0.9254275,0.964761830963082
3.48806071,-0.0944673344,-0.00155452965,2.25200844,-0.0768003762,-0.434100449,2.24234557,0.0600866079,0.0022150476,2.253,0.0540051237,-0.4035779,2.033346,0.08145012,-0.8080612,1.985879,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9611015696597675
3.522121,-0.09601641,-0.005025508,2.24526167,-0.07948031,-0.441794127,2.225984,0.0586025268,-0.002901121,2.24531484,0.0107077584,-0.3815799,2.09232569,0.07215357,-0.808475554,1.99076927,-0.007527905,0.9998584,0.0150517905,0.9254275,0.9558816222320361
