Time,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,Floor_x,Floor_y,Floor_z,Floor_w,HipRight_floor_distance
6.034939,-0.203214,-0.152175829,2.25211143,-0.2164282,-0.5975329,2.045551,-0.278196752,-0.9017896,2.129584,-0.0267508142,-0.143928558,2.28864026,0.07150769,-0.512316942,2.021742,0.105595484,-0.8179214,2.11687517,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.8203061513572744
6.06849146,-0.199741289,-0.253373653,2.22407031,-0.220596924,-0.6471771,2.01922369,-0.276009619,-0.953882933,2.09820342,-0.0143918116,-0.23943904,2.25931048,0.08962679,-0.5740646,1.97460723,0.127170846,-0.8782575,2.071078,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.7242205275793415
6.100053,-0.1990338,-0.204840764,2.2291944,-0.215779752,-0.599256456,2.02326679,-0.268133879,-0.9060903,2.10485983,0.0100011416,-0.180262014,2.26434875,0.0854916,-0.58338964,2.04880285,0.115346313,-0.8923487,2.13404274,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.7831523102305301
6.134612,-0.156832039,-0.10166198,2.30492282,-0.21566458,-0.594426155,2.02621317,-0.270994723,-0.8949888,2.12422872,0.0284863915,-0.103254586,2.2972374,0.07928038,-0.6227584,2.03044,0.13215977,-0.9144502,2.15058875,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.8604007356778894
6.16815758,-0.151150733,-0.09742724,2.303765,-0.207989812,-0.500974357,1.97571588,-0.2487259,-0.800167441,2.08490348,0.0308760516,-0.09896246,2.29550958,0.0737076,-0.471029073,1.98585784,0.111908391,-0.7963361,2.08542943,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.8646360373877837
6.200217,-0.193188727,-0.0458365642,2.29924583,-0.207942545,-0.49663958,1.97931778,-0.248533562,-0.797669,2.0838263,-0.0151638817,-0.0461588874,2.30864763,0.07229483,-0.469791234,1.98826623,0.140521735,-0.839409649,2.05387473,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.9182083670378888
6.23529053,-0.194642976,-0.0448545553,2.29457021,-0.198696017,-0.3779473,1.97046459,-0.2537062,-0.79967165,2.0801127,-0.0215320382,-0.0366845541,2.30508375,0.06976411,-0.470858842,1.99155247,0.0942549,-0.801662743,2.07956076,-0.0126665169,0.999808848,0.0148945646,0.929780066,0.9277084691202618
6.26784229,-0.2070958,0.0424891673,2.29475212,-0.199451655,-0.3767177,1.973087,-0.2718447,-0.7994995,2.06971741,-0.0398985147,0.070779,2.31331849,0.0605199374,-0.375229836,1.97263122,0.08193345,-0.7841468,2.0584476,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.035506772353805
6.300395,-0.210763663,0.115928173,2.29699516,-0.201753363,-0.290624768,2.01378584,-0.284822077,-0.7223106,2.0620923,-0.04775183,0.140735358,2.31599522,0.06644056,-0.283063,1.96809053,0.0622806177,-0.723148465,2.015955,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.1055891001905132
6.334981,-0.229630232,0.181308031,2.279767,-0.221782014,-0.369764447,2.038498,-0.336818933,-0.794057667,2.0810535,-0.0681177154,0.231466427,2.31379437,0.07759521,-0.171122149,1.94982207,0.0420314558,-0.611135,1.995903,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.1965280089283572
6.36853552,-0.2289705,0.267956585,2.29167175,-0.2560777,-0.304667771,2.11926579,-0.347141027,-0.739148736,2.10538363,-0.0641732737,0.317810535,2.32225013,0.1032823,-0.03389361,1.91675937,0.01022711,-0.45472312,2.01963067,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.2829315936877501
6.401582,-0.257416785,0.309803337,2.270827,-0.274840772,-0.2725654,2.14327621,-0.364672333,-0.8432504,2.0756855,-0.08412286,0.331401139,2.313908,0.129639834,0.08873321,1.90105069,0.006348141,-0.327261329,1.99789762,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.296648039048748
6.435654,-0.257933,0.411038935,2.28478861,-0.2731967,-0.1722553,2.15591359,-0.3660103,-0.847284257,2.072227,-0.0884884447,0.428201139,2.31592369,0.122705184,0.1623159,1.895083,-0.006425811,-0.2609481,1.95461249,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.393514854083524
6.46820354,-0.280865163,0.4731146,2.28477,-0.274662256,-0.10750895,2.136506,-0.384358317,-0.7196179,2.11669827,-0.107994869,0.487572163,2.31826019,0.127946422,0.163233846,1.8887558,-0.0182511546,-0.254178226,1.95068276,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.4531564081632715
6.501268,-0.24132435,0.5359216,2.28601813,-0.260814637,-0.0435076356,2.13036466,-0.351831555,-0.349639416,2.19597673,-0.06660801,0.5432337,2.31452775,0.130107626,0.163331851,1.889926,-0.0017993002,-0.263174176,1.92044377,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.5082274843465264
6.535333,-0.249636278,0.5786084,2.27666187,-0.2451223,-0.00158267072,2.12165356,-0.323970228,-0.679196358,2.08571339,-0.07334572,0.5829027,2.30044842,0.132445365,0.170031443,1.90265059,0.0501359552,-0.26728943,1.94652355,-0.0126665169,0.999808848,0.0148945646,0.929780066,1.5477645389452466
