Time,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,FootRight_x,FootRight_y,FootRight_z,Floor_x,Floor_y,Floor_z,Floor_w,HipRight_floor_distance
5.889885,-0.206922263,0.00635755,2.33746672,-0.2457077,-0.399972439,2.0735352,-0.0328357443,0.0292711761,2.35229564,0.0111617651,-0.333711833,2.02559423,0.128844753,-0.8358461,2.06280684,-0.00526991254,0.999948442,0.008678446,0.943222165,0.9930791570046756
5.92193747,-0.221665055,-0.0934994146,2.321705,-0.248907,-0.476648062,2.02877975,-0.0361074023,-0.07992293,2.33598018,0.017498536,-0.3846444,1.98485935,0.130463883,-0.8365881,2.0622592,-0.00526991254,0.999948442,0.008678446,0.943222165,0.8837663278296316
5.95603275,-0.188070551,-0.0152579974,2.332056,-0.241744488,-0.4185786,2.06640053,-0.0116885863,-0.009534272,2.33346677,0.012619135,-0.422394663,2.07892776,0.113510728,-0.812208056,2.08596182,-0.00526991254,0.999948442,0.008678446,0.943222165,0.9540008601244846
5.9885993,-0.2080054,-0.1459633,2.30214739,-0.2625921,-0.549423456,2.07081175,-0.029616829,-0.136186272,2.322193,0.017082721,-0.48261866,2.048358,0.139058873,-0.8464934,2.05855,-0.00526991254,0.999948442,0.008678446,0.943222165,0.8273520298726164
6.021669,-0.2054565,-0.15174,2.30229259,-0.265495747,-0.5584662,2.07160449,-0.0265438277,-0.145303354,2.317487,0.0194883347,-0.496832281,2.05584216,0.144907326,-0.8516953,2.05412436,-0.00526991254,0.999948442,0.008678446,0.943222165,0.8181783825971919
6.05626631,-0.183100775,-0.309232384,2.25669837,-0.277807623,-0.5913416,2.053619,-0.0236609858,-0.3158872,2.25799274,0.0256287642,-0.620277345,2.074493,0.138458714,-0.8621539,2.04338646,-0.00526991254,0.999948442,0.008678446,0.943222165,0.6470718192925904
6.08981466,-0.209711865,-0.133851364,2.32706046,-0.263700515,-0.509268761,2.02127862,-0.0178557616,-0.15154396,2.33547354,0.0269437656,-0.5365158,2.04117346,0.0780639648,-0.8491211,2.04101563,-0.00526991254,0.999948442,0.008678446,0.943222165,0.8120484081384826
6.123882,-0.161447,-0.0136072766,2.320366,-0.2390244,-0.42007935,2.06718373,0.0120855654,-0.0369771421,2.324248,0.0236007385,-0.459209263,2.08772683,0.101180151,-0.8192412,2.1049614,-0.00526991254,0.999948442,0.008678446,0.943222165,0.926354112267619
6.156436,-0.17971386,-0.09481398,2.33941627,-0.252827,-0.492584974,2.07163525,0.00219745236,-0.112317614,2.34452581,-0.01319483,-0.3623222,1.951773,0.1320171,-0.8623142,2.041577,-0.00526991254,0.999948442,0.008678446,0.943222165,0.8512456131675535
6.191964,-0.239660084,-0.0757062,2.31875253,-0.253363043,-0.4882568,2.064944,-0.0643667355,-0.0834520757,2.34852266,0.004852939,-0.461079776,2.0475657,0.126211047,-0.85541904,2.05079484,-0.00526991254,0.999948442,0.008678446,0.943222165,0.8804951374926894
